Sent_id,Ambiguous Sentence
atr_21320,En kısa zamanda araba almak istiyor en yakın arkadaşım.
ahq_38307,Dinlenmek istiyor Barış yoğun haftasonundan sonra.
aqj_89358,Mehmet onun gibi olan herhangi bir mühendisle çalışmak istiyor.
arp_49062,Canan bu okul olmayan başka herhangi bir okuldan mezun olmak istiyor.
amb_44065,Güzide bu evden başka herhangi bir ev almak istiyor.
azd_48390,Aysu şurdakine benzeyen herhangi bir hamakta uyumak istiyor.
any_48297,Okuduğu bölümü bırakıp herhangi başka bir bölüme geçmeyi planlıyormuş Ozan.
aph_69898,Başka herhangi bir uzmanla görüşmek istiyor Zülfikar.
abz_29228,Hilal bundan başka herhangi bir okulda okumak istiyor.
aoo_89334,Züleyha yıldız gibi olan herhangi bir oyuncu ile röportaj yapmak istiyor.
apf_12725,Lale'ninki gibi olan herhangi bir evi almak istiyor Banu.
aef_70838,Astrid şüpheliydi misafirlerinin eve gelirken herhangi bir hediye getirip getirmeyeceğinden.
axx_49305,Selin Büşra'nınki gibi olan herhangi bir çanta almak istiyor.
agc_36672,Aysu'nunki gibi olan herhangi bir şirkette çalışmak istiyor Gülin.
akw_73740,Sağduyu sahibi olan herhangi bir satıcı herkesin ödeyebileceği fiyatlar belirlemesi gerektiğini bilirdi.
avd_60782,Başka herhangi bir eve taşınmak istiyor Deniz.
aqn_86519,Eren sileceği anı üzücü olanlardan herhangi biri olsun istiyor.
ach_43919,Bizim dükkan gibi herhangi bir dükkan işletmek istiyor Turan.
agb_79858,Jülide okuyacağı kitap bu kitaptan başka olsun istiyor.
ajd_10222,Kimileri tüm odunları kesecek olanın oduncu birisi olacağına inanmıştı.
api_16131,Leyla göz atacağı şey bir soru olsun istiyor.
aou_45468,Janset bahsedeceği konu bundan farklı olsun istiyor.
aff_89456,Yarış kazanınca kendini kanıtlayacağını sanıyor o  kız.
awv_90290,Ayla kahve içmek isterse belki bana uğrar.
atp_90370,Mızıkanın kaç lira olduğundan bile habersiz Bremen'deki mızıkacı .
agd_32706,Sunay köpeğini yürütmek için onu parka götürmek istiyor.
ane_40933,Kübra başka herhangi bir trene binmek istiyor.
azd_32056,Kurumi  rengarenk olan herhangi bir kimonoyu önceden anlaştığı bir dükkandan satın almayı planlıyor.
apx_35179,Selin değiştireceği koltuk evdeki gibi olsun istiyor.
ajo_83132,Gülay dalından koparacağı limon olgun olsun istiyor.
aez_65539,Büşra  yaşayacağı ülke bundan başka herhangi bir ülke olsun istiyor.
azf_57312,Pelin içeceği şarap bundan farklı olsun istiyor.
avk_79621,Gizem evleneceği salon görkemli olsun istiyor.
axd_42085,Arkadaşım yazılarını gönderecekmiş herhangi bir dergiye.
adw_47532,Ne yapabilir Berrin yangın çıksa?
azv_95518,Jale Paris'tekiler gibi olan herhangi bir müzeye gitmek istiyor.
ayj_53899,Ders çalışırken dinlemek için şarkı açmak istiyormuş Buse.
aol_43476,Cansu alacağı dergi buradaki gibi olsun istiyor .
add_70773,Remziye mülakat yapacağı aday yetkin olsun istiyor.
aaf_19808,Halime giyeceği elbise bundan farklı olsun istiyor.
aye_22124,Cüneyt bundan başka herhangi bir pastadan yemek istiyor.
aos_93390,Enes herhangi bir hatası olmadığını iddia ediyor.
ami_81574,Şule benimki gibi olan herhangi bir çanta almak istiyor.
amm_40284,Marketten alışveriş yapmak istiyor Muharrem.
aib_89880,Gideceğim plaj İspanya'dakiler gibi olsun istiyorum.
avf_56211,Yaprak aşık olacağı adam başka birisi olsun istiyor.
ade_62542,3A sınıfından Emre babasıyla okuyabileceği herhangi bir şiiri ezberlemek istiyordu.
abp_89596,Tijen yiyeceği tatlı restorandaki gibi olsun istiyor.
amo_15634,Hilal sevgilisi benimki gibi olan herhangi birisi olsun istiyor.
aqi_80773,Annem alacağı yazlık leyla'nınki gibi olsun istiyor.
aqa_70650,Ender evleneceği kız Ayşe gibi birisi olsun istiyor.
aqi_30343,Gaye piknik yapacağı bahçe güzel olsun istiyor.
axd_94509,Şeyda süpüreceği halının yün olmasını istiyor.
aqd_49174,Hale Bolu'daki gibi olan herhangi bir gölden balık avlamak istiyor.
aii_83789,Orkun gideceği okul benimki gibi olsun istiyor.
aqz_23244,Nur hediyelik eşya dükkanından bileklik almak istiyor.
adx_31775,Banu bundan başka herhangi bir bankta oturmak istiyor.
aik_48433,Ayşe'ninkiler gibi kedilere bakmak istiyorum.
aea_45988,Ayşenur oturacağı apartman merkezi olsun istiyor.
alb_65091,Gürsel başka herhangi bir makineyle dikiş dikmek istiyor.
ans_36644,Vedat herhangi başka bir restoranı keşfetmek istiyor.
atb_53687,Mustafa uyumadan önce okuyacağı roman sürükleyici olsun istiyor.
aza_52900,Ayşe sahipleneceği kedi hamile olsun istiyor.
aqw_27892,esmer çocuk bugün yarın göreceği tamirci kaslı olsun istiyormuş.
acb_63714,Hamiyet hala benden herhangi bir köpeğe bakmamı istedi.
aej_33295,Leyla bundan öpeceği tesisatçı bundan başka olsun istiyor.
aau_99127,şu çocuk defter almak istiyordu dersten çıkınca.
ayh_62639,Hüseyin ayrılacağı şirket bundan farklı bir şirket olsun istiyor.
afu_88058,Uzak diyarlardan gelen herhangi bir gözlemcinin herkesten bahsedeceğini ummuştum kitabında.
adh_11734,Şövalye casus yakalamak istiyor.
aru_77445,Öykü yazmak isteyen Nil her gün çok çalışıyordu.
aca_50448,Rüstem röportaj yapacağı mezun işsiz olsun istiyor.
acq_42540,Müge herhangi başka bir konukla röportaj yapmak istiyor.
byx_92891,Şermin o gömleğin üstüne herhangi bir eteğin olmayacağından emindi.
bhb_25285,Nino inanmıştı ki annesini yarı yolda bırakan hiçbir hemşire mesleğinde başarılı olamaz.
bob_59011,Hiç kimsenin korkutmayı başaramadığı sihirbaz şimdi herhangi bir kaşıktan korkuyordu.
bmz_58932,Köroğlu herhangi bir ata atlayıp uçsuz bucaksız dağları aşmayı ummuştu.
bbm_43236,Feride taş altına saklanan yılanın birden başını çıkarmasından korkuyordu.
bnr_44512,Dündar mektup aldıktan sonra saatlerce kendine gelemez sanmıştı.
bro_31812,Vedat tüm yemekleri denese de onların herhangi bir yemeği geçemeyeceğini sanıyordu.
bla_23451,Naciye eteğine gelip konacak şeyin kelebek olacağını ummuştu.
bzd_33872,"Cankat kendisini yaralayacak kişinin bir piyade olacağından değil, kendisi olacağından korkuyordu."
beu_16868,Mikaela ağaçtan düşecek şeyin bir elma olacağını biliyor.
brd_53237,Yusuf dedi ki yaptığı iş herkes tarafından beğenilecek biri var diye bir kural yok.
byv_29387,Polisten aldığın evrakları dolabımda koyacağın yerin bir çekmece olmasını emretmiştim.
bru_99697,Anıl herhangi bir kütüphaneye gitmeli eğer sessiz bir ortamda çalışmak istiyorsa. 
bgv_26092,Furkan tarafından bir plan yapıldığını düşünüyor musun?
bil_74424,Beyza müzik kulübünün bir üye alacağını söyledi.
bjt_84844,Berk her gün antrenman yapmalı.
bsi_29964,Şeyma bu sene çekeceği şey bir belgesel olursa ünlü olacağına inanıyor.
bcw_48313,Can seramik kursuna gitmeyi düşünüyor.
brz_90747,Burak eski kitaplarla ilgileniyorsa sahafçıya gidebilir.
bbt_31864,Hakan iyi tenis oynamak için ders almalı mı?
bnn_29602,Yeşim davet aldığı takdirde bir gösteriye katılmayı düşünüyor ama aklında özel bir gösteri yok.
bes_98446,Arzu zor olan şeyin iş ortağı bulmak olduğuna inanıyor.
bco_27239,Oya onu zorlayacak şeyin büyük ihtimalle müzik aleti çalmak olduğunu söylüyor.
bsm_92466,Emre yanlış numara ararsa çok panikler.
boo_99689,Aysun ilk fırsatta yeni eve taşınmak istiyor eğer bir şans yakalarsa.
bmo_80291,Serra resim yaparsa harika olacağına inanıyor.
bie_39519,Cenk ağrı kesici alırsa büyük ihtimalle baş ağrısı geçebilir.
brl_97855,Orkun şehir dışında kulübe inşa ederse mutlu olabilir.
bfc_17063,Yeliz bu kıyafet için nereden çanta almalı?
brq_65511,Özge annesiyle film izlemeye söz verdi.
bpe_58182,Lale her hafta rastgele bir roman okumak istiyor.
bnp_27673,Zeynep'in çalışacağı şey bilgisayar olursa işini çok hızlı halleder.
bnn_88735,Nermin bardak altlığı almak istiyor.
bsz_29134,Uzun ve sıkıcı herhangi bir mektup almak isteyen herkes insan kaynaklarına yazabilir.
bre_84871,Yelda'ya yapılan bir sürpriz var ve onu herhangi bir arkadaşına anlatmak için sabırsızlanıyor.
bxr_76077,Ferhunde bir tabak yiyeceği şeyin kısır olmasını istiyor.
bbv_85843,Cem garsonluk yapacağı yerin bir cafe olmasını istiyor.
bdj_48274,Tambur çalmayı öğrenmek isteyen öğrenciler yetenekli öğretmen arayışında.
bgo_55896,Teleferik kabininden düşen gencin acilen götürülmesi gereken yer bir hastane olmalı.
bga_72759,Taksiye binip gideceği yere ulaşmayı başarabilen şaşkın İstanbul sakini yapacağı şeyin bir kutlama olmasını istiyor.
blw_10064,Madalya verilen öğrencinin kazandığı şey herhangi bir satranç turnuvası.
bho_41400,Zerrin'in kısa konuşma yapması istendi.
bgi_93800,Fatoş'un gülümseyerek teşekkür ettiği yaşlı kadın ona kırmızı ve parlak herhangi bir elma verdi.
boo_48357,Doruk cumartesi gecesini geçireceği barın kalabalık olmasını istiyor.
bln_75794,Doktoru tahlil yaptırırsa iyi olacağını düşünüyor.
bez_43139,Evlilik hazırlığındaki Esra dans etmeyi öğreneceği dansözün deneyimli olmasını istiyor.
bzc_86852,Leyla'nın kurabiye dolgusu yapmak için kullanacağı marmelatın böğürtlen olmasını istiyor.
bfy_49896,Komite hilenin her katılımcı tarafından yapıldığını düşünüyor.
byd_71242,Hakim tutuklu olan suçludur diye düşünüyor.
bmf_82988,Buse çiçek olan güldür diye düşünüyor.
bdu_90282,Lale politikacı olan yalancıdır diye düşünüyor.
bhd_21282,Polis tutuklu olan yüksek ihtimalle gerçekten suçludur diye düşünüyor.
bzh_94737,Berke şüpheleniyor ki öğrenci olan çoğunlukla zekidir.
bvu_43221,Öğretmen şüpheleniyor ki öğrenci olan çoğunlukla kopya çeker.
baf_97877,Çoğu güvenlik görevlisi davetsiz olan kişinin herhangi bir misafir olduğunu düşünüyor.
bnm_77941,Leyla şüpheleniyor ki bir şey çalındıysa kitaptır.
bpp_85773,Berke şüpheleniyor ki bir şey kaybolduysa çataldır.
bvy_23924,Hülya şüpheleniyor ki biri sınıfta kaldıysa öğrencidir.
bot_77275,Buse şüpheleniyor ki birileri uçağı kaçırdıysa tatilcidir.
bep_16862,Ayla şüpheleniyor ki uçak kaçırıldıysa herhangi tatilciler tarafındandır.
bbv_14345,Organizatör birileri imza atmadıysa katılımcıdır diye şüpheleniyor.
bww_10336,Her öğrencinin kopya çektiğinden şüphelenen herhangi bir öğretmendir.
bwb_91704,Her öğretmenin kopya çektiğinden şüphelendiği herhangi bir öğrencidir.
bxt_92274,Herhangi bir polis memuru sorgu odasındaki her adamın hırsız olduğundan şüpheleniyor.
bkk_57850,-
bwq_91955,Her sınavdan kaldığından şüphelenen herhangi bir öğrenci var.
brv_99140,Her öğrencinin kaldığından şüphelendiği herhangi bir sınav var.
bkc_40414,Her ziyaretçinin bir kitap çaldığından şüphelenen rastgele bir kütüphane görevlisi var.
bnq_75770,Her kütüphane görevlisi herhangi bir ziyaretçinin kitap çaldığından şüpheleniyor.
bbk_66422,Her ziyaretçinin sahte kimlik gösterdiğini düşünüyor herhangi bir güvenlik görevlisi.
bcw_64090,Her güvenlik görevlisinin kanısına göre herhangi bir ziyaretçi sahte kimlik gösterdi.
biz_50438,Her öğretmen öğrenci tarafından arandı.
bhj_96671,Her aday sekreter tarafından arandı.
bdk_52927,Her oda boyacı tarafından boyandı.
bpm_68129,Her ağaç bahçıvan tarafından budandı.
bgz_14848,Her kumaşı ayrı makasla kesti.
buw_68091,Her tatlıyı başka çatalla yedi.
bkw_54138,Her ziyaretçiye rastgele bir personel eşlik etti.
bxs_52991,Her izleyici başka filmden etkilendi.
bni_77095,Her jüri üyesi herhangi bir makaleyi beğendi.
bkg_57551,Her öğrenci rastgele bir okulu temsil etti.
bbc_68240,Her öğrenci rastgele bir öğretmen tarafından arandı.
bjs_70328,Adayların tamamı herhangi bir çalışanla görüştü.
buv_24676,Tüm arabalar herhangi bir çalışan tarafından yıkandı.
bqh_52967,Herhangi bir kadın tüm odaları temizledi.
bix_61558,Herhangi bir adam tüm yemekleri yaptı.
bqr_61136,Herhangi bir öğrenci tüm kitapları özetledi.
bbx_25813,Her büyükelçi ülke temsil etti.
bmf_37134,Her sporcu madalya kazandı.
bht_20223,Her kedi aşı oldu.
bxn_84992,Her yazar kitap yazdı.
btv_58282,Milletvekili dediğin iyi okullarda okumuş olur.
bss_79361,Can 2040'taki milletvekillerinin çoğunun emekli olacağını düşünüyor.
bub_25683,Büyükelçilerin çoğu Fransız liselerinden mezun kişiler.
bvi_15852,Fatma 40 sene sonra bölümde çalışan profesörlerin emekli olacağına inanıyor.
bdr_47820,Filiz 15 sene sonra hastanede doktorluk yapanların işi bırakacağını düşünüyor.
bgt_67916,Büşra herhangi bir panda görmek istiyor.
bkk_67156,Fırıncı ekmek kızartmak istiyor.
btl_54162,Pastacı herhangi bir kurabiyeyi çikolata ile kaplamak istiyor.
bpa_28160,Selin kitap bitirmek istiyor.
bjb_76127,Asude köpek sahiplenmek istiyor.
bmw_72993,Büşra panda görmek istiyor.
bum_76717,Sokakta Ayşe tarafından kedi beslendiğini sanıyor.
bka_12214,Odada sigara içildiğini düşünüyor.
bej_24275,Goldilocks evde ayı uyuyor diye düşünüyor.
bek_83208,Herhangi öğrenci tarafından kopya çekildiğine inanıyor.
bkr_63264,Grupta hasta olduğunu düşünüyor.
bsf_87903,Öğretmen sınıfta kopya çekildiğini düşünüyor.
bib_47083,Müdür departmanda ajan var diye düşünüyor.
bal_76662,Polisin şüphelerine göre bu evde hırsız yaşıyor.
bso_73048,Ajan bu evde muhabir yaşadığını düşünüyor.
blf_19109,Büşra herhangi birinin çok zeki bir öğrenci olduğunu düşünüyor.
blz_89083,Jüri yarışmada hile yapıldığını sanıyor.
bgx_70472,Güvenlik görevlileri kapının zorlandığına inanıyor.
bya_70151,IT departmanı sitenin hacklenmeye çalışıldığını düşünüyor.
bbu_22185,Selin odanın boş olduğunu düşünüyor.
bjr_61729,Filiz balkonda misafir olduğunu sanıyor.
bcj_46391,Doktor hasta öldüğünü düşünüyor.
bcf_70578,Hisarüstü'nde bina yıkılacağını düşünüyor.
bwb_91915,Futbolcular rüşvet verilen hakem olduğuna inanıyorlar.
byw_88271,Yoldaşlık'takiler Sihir Bakanlığı'nda Ölüm Yiyen olduğunu düşünüyorlar.
bqe_70483,Dernekte casus olduğundan şüpheleniyorlar.
bgb_40256,Dernekte casus olduğundan şüpheleniyorlar.
bpi_83523,Derneğe casus girdiğinden şüpheleniyorlar.
bcp_88567,Selin banyonun dolu olduğundan şüpheleniyor.
bai_64360,Ayşe mutfakta insan olduğundan şüpheleniyor.
bwr_34339,Leyla sınıfı boş sanıyor.
bji_47056,Çağla üst katındaki dairedenin sakinlerinin bir grup olduğunu düşünüyor.
brq_12345,Büşra o yokken odasına girildiğinden şüpheleniyor.
brw_12345,Senin kütüphaneden kitap aldığını farz ediyor.
bre_12345,İçinde kimse yokken oda boştu.
brr_12345,Ödevini yapan öğrenci olmalıdır.
brt_12345,Şefkatli olan anne olmalıdır.
bry_12345,İyi güneş alan oda herhangi çocuğa verilmelidir.
bru_12345,Yarışmanın jürisi deneyimli yazarın herhangi bir hikayesinin ödül kazanacağını düşünüyor.
bro_12345,Yarışmanın jürisi ödül kazanan hikayenin yazarının deneyimli olacağını düşünüyor.
brp_12345,Gam ve keder uğrayan kişi arkadaşım olmasın.
bra_12345,Ayla Ceyhun ile mercimek fırına vermek istiyor.
brs_12345,"Kör Allah'tan göz istedi, Allah iki tane verdi."
brd_12345,Arda'nın dediğine göre bin dosta sahip olmak az ama herhangi bir düşmana sahip olmak çok.
brf_12345,"İsteyenin herhangi yüzü kara, vermeyenin iki yüzü de kara."
brg_12345,Yanına ansızın gelebilirim herhangi bir gece.
brh_12345,Eğer ki güneş eve girmezse oraya doktor girer.
brj_12345,Pazardan herhangi bir şey alırım ve eve gelince bin tane olur.
brk_12345,Herhangi elin sahip olduğu bir şey yoktur ama iki elin sahip olduğu şey sestir.
brl_12345,Herhangi musibet bin nasihatten iyidir.
bri_12345,Herhangi bela bin nasihate yeğdir.
brz_12345,"Bir berber bir berbere ""Berber dükkanı açalım."" demiş."
brx_12345,Adam olana herhangi bir söz yeter.
brc_12345,Herhangi beş parmak aynı olamaz.
brv_12345,Bin bilse de danışacağı kişinin bilen olmasını istiyor.
brb_12345,Terzi diyor ki kumaş biçmeden bin kumaş öçlmeli.
brn_12345,Bin başa herhangi göz yeter.
brm_12345,Anneannem der ki ağızdan çıkan bin ağıza yayılır.
brq_54321,Bin tasa borç ödemez derler.
brw_54321,"Bir el el yıkamak, iki el yüz yıkamak ister."
bre_54321,Herhangi bir söz ara da bozabilir ara da düzebilir.
brr_54321,Bir uyuz keçi herhangi bir sürüyü boklayabilir.
brt_54321,At herhangi bir zamanda sürçerse başı kesilmez.
bry_54321,Herhangi tepe yıkılarak bir dereyi doldurabilir.
bru_54321,Yedi mahalleye herhangi bir kötünün zararı olabilir.
bro_54321,İki cambaz herhangi ipte oynamaz.
brp_54321,İki horoz herhangi çöplükte ötmez.
bra_54321,Eskiler der ki söz yola getirme ve yoldan çıkarma özelliğine sahiptir.
brs_54321,Gül ve diken aynı anda herhangi ağaçta bitebilir.
brd_54321,Bir dirhem et herhangi ayıbı örter.
brf_54321,Herhangi elin verdiğini öbür el duymamalı.
brg_54321,Herhangi bir dal gölgesinde bin koyun eğlendirir der bir söz.
brh_54321,İş ne olursa olsun bitirmenin yarısı başlamaktır diye bir atasözü var.
brj_54321,Herhangi bir fincan kahvenin hatırı kırk yıldır.
brk_54321,Bir deyim var ve çukuda olan herhangi bir ayağı anlatıyor.
brl_54321,Cin tutana herhangi bir muska yeterli olur.
bri_54321,Deve büyüktür ama beş deveyi herhangi bir eşek çeker.
brz_54321,Bir atasözüne göre deveyi yardan uçuran ot tutamıymış.
brx_54321,"Evden herhangi bir ölünün çıkmak istediğini söylemişler, herkes hizmetçinin yüzüne bakmış."
brc_54321,"Evli ev sahibi, evsiz de bin eve sahip."
brv_54321,Eşeğin gönlüne kalsa bağ maydanoz götürmez.
brb_54321,Her gün gezen kırda herhangi bir gün uğrar kurda diye bir atasözü var.
brn_54321,Her vaktin sahip olduğu şey herhangi bir padişahtır.
brm_54321,Her inişin herhangi bir çıkışı vardır.
bab_54321,Her yiğidin herhangi bir yoğurt yiyişi vardır.
baq_54321,Her işte olan şey hayırdır.
baw_54321,Her yiğidin gönlünde yatan şey aslandır.
bat_54321,Bin kişi herhangi bir kızı ister ama alacak kişi birdir.
bay_54321,Meramın elinden kurtulacak şey yoktur.
bau_54321,Ölüsü olan herhangi bir gün ağlamak delisi olan her gün ağlamak ister.
csq_33435,Herkes benzersiz bir hayat yaşamak ister.
cxm_33093,Hakim bakacağı davanın buradaki gibi olmasını istiyor.
cjv_68395,Kamil'in istediği bir kanepede uyumak.
cgc_81416,Leman o gece bir kaşifle tanışmayı arzuladı.
ctx_11054,Büşra'nın istediği kütüphaneden bir kitap ödünç almak.
cra_21579,Gülsüm alacağı evin bir köyde olmasını istiyor.
cjq_40787,Filiz'in geçen almak istediği bir yazlıktı.
cbl_44898,Hüseyin fikir alışverişi yapacağı kişinin bir uzman olmasını istiyor.
clp_33070,Teoman düet yapacağı kişinin bir sanatçı olmasını istiyor.
cbc_65736,Zerrin başka herhangi bir yetenekli yarışmacıyı değerlendirmek istiyor.
cyu_49280,Öğrencilerden birinin istediği sunum yapmak.
ceh_23263,Hülya'nın istediği başka marketten meyve almak.
chq_49305,Nazım istiyordu ki bir daha hiçbir deniz kızının şarkısı yarıda kalmasın.
clo_86762,Mercan tavsiye alacağı kişinin yaşlı olmasını istiyor.
ckw_20224,Filiz alacağı şeyin güzel bir araba olmasını istiyor.
cuo_67123,Suat'ın görünmek istediği herhangi bir doktor.
ctd_40343,Leyla dün salon duvarına tablo asmak istiyordu.
cbm_58251,Büşra mağazadan alacağı şeyin bir elbise olmasını istiyordu.
cqh_24027,Anıl alacağı şeyin eski bir bisiklet olmasını planlıyormuş.
cae_94323,Doğanay sevgilisini gece trenlerinde yakalayabileceğini umuyor.
crc_89846,Nazan hasbihal edeceği kişinin konuşkan olmasını istiyor. 
cwr_22397,Gaye yüksek puan aldığı bir sınav olmasını istiyor.
cfo_52923,İmge konuşacağı konunun farklı olmasını istiyor.
cij_21684,Özge başka herhangi bir yazı yazmak istiyor.
cbj_66317,Uzun boylu öğrenci zor soru sormak istiyor.
cfj_79300,Buse uzun zamandır avize almak istiyor buraya.
cpo_73912,Handan her sabah diliyor ki hayatını değiştirme kabiliyetine sahip biriyle tanışsın.
chr_58586,Beren bunun gibi herhangi bir adama hayran olmak istiyor.
cpv_28474,Gülsüm en kısa zamanda mesleği doktorluk olan birini görmek istiyor.
cyu_57433,Selin bir sahilde güneşlenmek istiyor İzmir'deki gibi olan.
cbf_81900,İlke bitireceği kitabın uzun olmasını istiyor.
cbl_29932,Reyhan ısırık alacağı yiyeceğin kurabiye olmasını istiyor.
ced_11582,Asude pencerenin bir misafir tarafından açık bırakıldığını düşünüyor.
cxi_67495,Ayla bahsedeceği makalenin Zeynep'inki gibi olmasını istiyor.
cnw_94968,Sınıftaki kız alacağı şeyin bir kitap olmasını istiyormuş.
czw_98132,Beyza uyuyacağı yatağın rahat olmasını istiyor.
cqk_38155,Talha kilidin herhangi bir ziyaretçi tarafından kırıldığını düşünüyor.
cyz_66582,Olcay seyahat edeceği arabanın başka olmasını istiyor.
cbi_79338,Uve demirciye ateş almak için uğrayamayacağından korkuyor.
cjj_39947,Evren astronot olmak ve ablası gibi olmak istiyor.
cxi_46359,Komşunun oğlu öpeceği kişinin mesleğinin tamircilik olmasını istiyor.
cku_87512,Akıllı insan varını yoğunu satıp herhangi bir maceraya yelken açmaz.
cnt_99338,Helin balık tutacağı denizin başka olmasını istiyor.
csn_75167,Ayşe bahçede besleyeceği hayvanın köpek olmasını istiyor.
cox_98228,Çolpan hayattan keyif almayan insanların mesleğinin onunla aynı olduğunu düşünüyor.
col_22631,Berke ilgileneceği dosyanın farklı olmasını istiyor.
cam_81320,Mutfağa koyacağı şeyin bir sandalye olmasını istiyor.
cuv_88158,Atacan görüş alacağı kişinin bir uzman olmasını istiyor.
cdq_19966,Mırnav herhangi bir halıya süt dökmenin geri dönülmez bir hata olmayacağını düşünüyor.
ciq_92039,Fikriye görüşeceği kişinin benim gibi bir öğrenci olmasını istiyor.
ckq_41565,Orkun takacağı kravatın başka olmasını istiyor.
cgk_46938,Itır odadan kaçabilmek için bir geçit bulmalı ve bu geçit gizli olmalı.
cnv_56495,Büşra geçen ay balkonunda besleyeceği hayvanın kedi olmasını istiyordu.
cdt_92463,Arkadaşına özel hediye almak istiyormuş.
civ_79248,Küçük çocuk çiçek sulamak istiyor.
cdo_82351,Leyla alacağı arabanın Ayşe'ninki gibi kırmızı olmasını istiyor.
ccd_12162,Mehmet geçeceği bölümün zor olmasını istiyor.
cke_72872,Ilgın giyeceği elbisenin seninki gibi olmasını istiyor.
clc_37954,Leyla gezeceği arabanın bahçedeki gibi olmasını istiyor.
cmz_35054,Hülagü Karayipler'dekine benzeyen herhangi bir restoranda yemek yemek istiyor.
cke_96792,Melike arkadaşına okuyacağı şiirin etkileyici olmasını istiyor.
csd_66205,Erkan yaşayacağı yerin bir apartman olmasını istiyor.
cds_97743,Lale panda görmek istiyor.
czz_64758,Şarkıcı röportaj vereceği gazetecinin Ayşe gibi olmasını istiyor.
cmt_14990,Buket çalışacağı bilgisayarın benimkine benzemesini istiyor.
clm_33368,Tahsin ağaçtan meyve toplamak istiyor.
clz_34910,Komşunun kızı tesisatçı öpmek istiyor.
cnu_56556,Başka bir kadınla öpüşmek Nuran'ın yapmak istediği şey.
cop_49985,Şoför süreceği arabanın başkanınki gibi olmasını isityor.
cim_37866,Yaren danışacağı kişinin uzman olmasını istiyor.
caa_39200,Bensu alışverişi Urla'daki gibi bir organik pazardan yapmak istiyor.
cmy_80841,Gözde çiçek sulamak istiyor.
cin_89212,Bener öğretmene soru sormak istiyor.
ctl_28273,Ajda şarkı çıkarmak istiyor ve çıkaracağı şarkı pop türünde olsun istiyor.
crp_78536,Yağız dinleneceği salonun başka olmasını istiyor.
cgk_90272,Feriha herhangi bir ayakkabı almak istiyor.
crr_31173,Şeyma çalışacağı oda sessiz olsun istiyor.
cpu_76002,Cüneyt ayrılacağı şirketin Haydar'ınkine benzemesini istiyor.
cfh_69628,Yasemin yıkayacağı kıyafetlerin rengi tıpkı komşununkiler gibi canlı olsun istiyor.
cke_64701,Nusret iki aydır köfte yapmak istiyor.
czf_43315,Dedem gazeteden haber okumam gerektiğini söyledi.
cgy_74540,Hilal kavga edeceği kişinin mesleğinin boksörlük olmasını isitiyor.
cte_66281,Ege gideceği okulun bundan başka olmasını istiyor.
cvz_57758,Menekşe'nin arzusu duyulamayan sesleri herhangi bir gazete aracılığıyla herkese duyurmaktı.
cem_69364,Ayşe çocuk evlat edinmek istiyordu.
cqg_65312,Günseli aşık olacağı kişinin tesisatçılık mesleğinde olmasını isitiyor.
cfe_64629,Remzi tamir edeceği araba başka olsun istiyor.
czf_34644,Alacağım araba arkadaşımınkine benzesin istiyorum.
csz_61687,Helen başka hiçbir yemeğin mercimek çorbasının tadına sahip olamayacağına kanaat getirdi.
csb_65996,Asude öpüşeceği kişinin Hikmet gibi tesisatçı olmasını istiyor.
cpu_46380,Yaren film izleyeceği sinemanın alışveriş merkezindekine benzemesini istiyor.
cep_23663,Hilmi herhangi başka işle uğraşmak istiyor.
cqt_99790,Selim kamyonet sahibi olmak istiyor.
cdg_19873,Yaren başka bir şehirde ev sahibi olmak istiyor.
csb_58605,Öğrenci soru sormak istiyor.
cjs_24592,Prenses bu ara kurbağa öpmek istiyor.
cdn_55381,Ayşe geziye bundan başka bir ülkeden başlamak istiyor.
clj_20041,Hasta sırasını herhangi bir bekleme odasında beklemek istiyor.
ckt_13404,Başka makaleye tarafından referans verilmesini istiyor Sezen.
cyd_75427,Rüveyda başka dizide oyunculuk yapmaki istiyor.
ccs_27050,Sacit yanlış ilacın şırıngaya bir hemşire tarafından koyulduğundan şüpheleniyor.
czt_63085,Ilgın bundan başka bir yere yerleşmek istiyor.
ckz_46436,Miray tamamlayacağı görevin yorucu olmasını istiyor.
ctv_43017,Tüm uzayseverlerde merak uyandıran şey herhangi bir astronot tarafından verilen röportajdı.
cna_55200,Selin'in almak istediği şey Büşra'nınki gibi bir çanta.
crm_49207,Turan yola çıkacağı arabanın başka olmasını istiyor.
clj_12269,Hayran olacağı eserin başka olmasını istiyor Hüma.
cnt_51368,Pınar yiyeceği yemeğin başka olmasını istiyor.
cib_29541,Hikmet Pelin'inki gibi uzun tırnaklara sahip olmak istiyor.
cms_49306,Kaan mesleği marangozluk olan herhangi biriyle çalışmak istiyor.
cwc_51508,Jülide başka bir Avrupa ülkesinde ziyaretçi olmak istiyor.
clj_53173,Kötü deneyimler yaşayan Babür için bile herhangi bir pozitif düşünce üretmek mümkündü.
cfr_59177,O postacı evleneceği kişinin bize komşu olmasını ve sıradışı yerlerden mektup almasını istiyormuş.
cdg_86052,Kilimcinin kör oğlu dinleyeceği operetin benzersiz olmasını istiyordu.
cjm_85123,Nilay ithalat yapacağı ülkenin başkası olmasını istiyordu.
cst_87049,Meltem'inki gibi olmasını istiyorum okuyacağım kitabın.
cgd_81875,Burak bundan başka herhangi bir okulda mutlu olabileceğini düşünüyor.
